name,type,sido,sgg,addr,tel
마스터 에이치(Master H) 어울림태권도장,태권도,경기도,안산시,경기도 안산시 상록구 구룡로 4,03180329977
마스터 탁구 클럽,탁구,경기도,의정부시,경기도 의정부시 장곡로 240,
마스터 태권도,태권도,광주광역시,서구,광주광역시 서구 월산로 265,
마스터 태권도장,태권도,충청남도,천안시,충청남도 천안시 서북구 월봉7길 77,
마스터FC 송내점,축구,경기도,부천시,경기도 부천시 경인로117번길 10,0326128322
마스터FC 축구클럽 오정점,축구(풋살),경기도,부천시,경기도 부천시 오정로211번길 73,07088661260
마스터K태권도,태권도,울산광역시,북구,울산광역시 북구 호계매곡3로 26,
마스터리 유도멀티짐,유도,전라남도,무안군,전라남도 무안군 삼향읍 남악4로 40,
마스터리(Master Lee) 흑추관 합기도,합기도,인천광역시,서구,인천광역시 서구 서곶로 782,
마스터발레무용학원,무용(발레 등),부산광역시,금정구,부산광역시 금정구 구서로 2,
마스터베이스볼아카데미,야구,서울특별시,양천구,서울특별시 양천구 가로공원로 89,0220880018
마스터볼링장,볼링,인천광역시,남동구,인천광역시 남동구 서창남순환로215번길 17,0324653336
마스터예체능,기타종목,울산광역시,동구,울산광역시 동구 옥류로 70,0522518834
마스터정태권도 ,태권도,울산광역시,울주군,울산광역시 울주군 온양읍 솔밭1길 17-4,0522372468
마스터즈 태권도,태권도,경기도,양주시,경기도 양주시 고암길 54,0318577890
마스터즈클럽태권도장,태권도,경기도,평택시,경기도 평택시 평택3로 10,0253694832
마스터진태권도,태권도,부산광역시,사하구,부산광역시 사하구 다대낙조2길 3,
마스터짐,헬스,충청북도,충주시,충청북도 충주시 계명대로 33,
마스터케이태권도,태권도,충청남도,서산시,충청남도 서산시 성연면 성연5로 46,0416662942
마스터키즈 어린이수영장,수영,경상남도,김해시,경상남도 김해시 대청로104번길 66,0553361230
마스터태권도,태권도,경기도,남양주시,경기도 남양주시 화도읍 경춘로창벌2길 34-24,0315935707
마스터태권도장,태권도,경기도,김포시,경기도 김포시 김포한강4로420번길 88,
마스터태권도장,태권도,충청남도,보령시,충청남도 보령시 해수욕장6길 78,
마스터풋볼클럽,축구,경기도,양주시,경기도 양주시 마전로212번길 25,
마스터피스짐 사가정점,헬스,서울특별시,중랑구,서울특별시 중랑구 용마산로 328,
마스터피스짐2호,헬스,경기도,하남시,경기도 하남시 하남대로 843,
마스터홍 태권도,태권도,부산광역시,해운대구,부산광역시 해운대구 좌동로 113,0517025290
마실파크골프 시화거북섬,기타종목,경기도,시흥시,경기도 시흥시 거북섬둘레길 33,
마에스트로주짓수 ,주짓수,대구광역시,달서구,대구광역시 달서구 성서로 420,
마운틴그라운드흥덕점,클라이밍,경기도,용인시,경기도 용인시 기흥구 흥덕1로 13,0312337467
마운틴스타 클라이밍짐,기타종목,경기도,구리시,경기도 구리시 체육관로 82,
마을유도관,유도,서울특별시,강동구,서울특별시 강동구 올림픽로 630,
마을체육관,유도,서울특별시,강동구,서울특별시 강동구 올림픽로 630,
마음가짐심리운동센터,기타종목,경기도,김포시,인천광역시 부평구 부평대로167번길 43,029868638
마음누리 태권도장,태권도,인천광역시,서구,인천광역시 서구 청중로478번길 16,
마음든요가,요가,대구광역시,달서구,대구광역시 달서구 장기로 242-5,
마음뜰 클리닉,기타종목,경기도,수원시,경기도 수원시 권선구 동수원로242번길 6,0312254023
마음뜰clinic 운동발달센터,기타종목,경기도,수원시,경기도 수원시 장안구 대평로 128,
마음바른필라테스,필라테스,충청남도,부여군,충청남도 부여군 부여읍 월함로 12,
마음사회서비스센터(중리점),기타종목,대구광역시,서구,대구광역시 서구 평리로 235,
마음스크린골프,골프,경기도,용인시,경기도 용인시 수지구 현암로 108,0318898253
마음열기 태권도장,태권도,서울특별시,중랑구,서울특별시 중랑구 공릉로12가길 41,
마음열기태권도,태권도,울산광역시,남구,울산광역시 남구 거마로118번길 17,0522560533
마음열기태권도장,태권도,경상남도,창원시,경상남도 창원시 진해구 안골로 348,
마음의GYM2호점,헬스,경기도,남양주시,경기도 남양주시 진접읍 해밀예당3로 60,0315272775
마음하나운동놀이센터,기타종목,충청남도,아산시,충청남도 아산시 배방읍 광장로 210,
마이댄스스튜디오,댄스(줌바 등),서울특별시,강서구,서울특별시 강서구 화곡로 227,0264870015
마이더스GYM,기타종목,울산광역시,동구,울산광역시 동구 문현로 88,0522016666
마이브라질리언주짓수팀,주짓수,부산광역시,강서구,부산광역시 강서구 명지국제2로28번길 3,
마이서킷,헬스,서울특별시,금천구,서울특별시 금천구 벚꽃로36길 30,0220252315
마이스위밍,수영,서울특별시,은평구,서울특별시 은평구 서오릉로 160,
마이애미 휘트니스 헬스,헬스,광주광역시,광산구,광주광역시 광산구 수등로258번길 2,0629515511
마이오 필라테스,필라테스,전북특별자치도,전주시,전북특별자치도 전주시 완산구 홍산남로 27,0632223901
마이요가 목동,요가,서울특별시,양천구,서울특별시 양천구 목동동로 55,0226498899
마이요가앤플라잉 ,요가,대구광역시,달서구,대구광역시 달서구 조암로 185,0536311555
마이요가앤플라잉 월성점,요가,대구광역시,달서구,대구광역시 달서구 조암로 39,0536334257
마이짐,헬스,대구광역시,남구,대구광역시 남구 월배로 470,
마이태권도장,태권도,경기도,안성시,경기도 안성시 대덕면 서동대로 4727,
마이테르 수영장,수영,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 애원로 474-29,0647455600
마이테르수영장연동점,수영,제주특별자치도,제주시,제주특별자치도 제주시 과원로 78,027427221
마이티유도체육관,유도,경기도,부천시,경기도 부천시 소사구 소사로 156,
마이필라테스,필라테스,경기도,평택시,경기도 평택시 이충로 49-33,
마이필라테스,필라테스,광주광역시,북구,광주광역시 북구 양산로 2,0625733453
마이필라테스 법원점,필라테스,경기도,평택시,경기도 평택시 서재로 7,0316561227
마이필라테스플라잉,필라테스,대구광역시,달성군,대구광역시 달성군 유가읍 테크노북로 260,
마이핏,헬스,대구광역시,동구,대구광역시 동구 동부로30길 13,
마이핏필라테스,필라테스,경기도,시흥시,경기도 시흥시 은행로 166,
마이홈짐,헬스,경기도,남양주시,경기도 남양주시 화도읍 비룡로33번길 3,
마인대디 체능센터,종합체육시설,경기도,성남시,경기도 성남시 수정구 수정북로 111,
마인드 인 필라테스,필라테스,서울특별시,은평구,서울특별시 은평구 서오릉로 134,023885116
마인드댄스 선부점학원,댄스(줌바 등),경기도,안산시,경기도 안산시 단원구 선부광장1로 38,0313624872
마인드바디 필라테스&요가 주안점 평생교육원,필라테스,인천광역시,미추홀구,인천광역시 미추홀구 주안로 112,0324373938
마인드바디필라테스&요가구월점평생교육원,필라테스,인천광역시,남동구,인천광역시 남동구 인하로511번길 18,0324336521
마인드바디필라테스요가구월점평생교육원,필라테스,인천광역시,남동구,인천광역시 남동구 인하로511번길 18,0324336521
마인드바디필라테스요가평생교육원,필라테스,인천광역시,부평구,인천광역시 부평구 장제로 188-2,0325153938
마인드언어심리상담센터,축구(풋살),인천광역시,남동구,인천광역시 남동구 백범로 254,0324690610
마인드울산태화점,헬스,울산광역시,중구,울산광역시 중구 명륜로 23,0527070797
마인드치유클리닉뉴런브레인연구소,기타종목,부산광역시,기장군,부산광역시 기장군 일광읍 해빛3로 62,
마인드필라테스 부천상동점,필라테스,경기도,부천시,경기도 부천시 원미구 상동로117번길 43,
마인드휘트니스 동홍점,헬스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 동홍중앙로 55,0648030797
마인드휘트니스 부산명지점,헬스,부산광역시,강서구,부산광역시 강서구 명지국제8로10번길 38,0517150797
마인드휘트니스 서홍점,헬스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 홍중로 99,0648050790
마인드휘트니스 야음점,헬스,울산광역시,남구,울산광역시 남구 대암로 69,0527000792
마인드휘트니스 옥동점,헬스,울산광역시,남구,울산광역시 남구 거마로 16,0527000790
마인드휘트니스 울산송정2호점,헬스,울산광역시,북구,울산광역시 북구 화산로 123,
마인드휘트니스 울산점,헬스,울산광역시,북구,울산광역시 북구 박상진12로 11,0527070798
마인드휘트니스 울산천곡점,헬스,울산광역시,북구,울산광역시 북구 천곡남로 13,0527000797
마인드휘트니스 제주공항점,헬스,제주특별자치도,제주시,제주특별자치도 제주시 도령로 167,0648050798
마인드휘트니스 제주중앙점,헬스,제주특별자치도,제주시,제주특별자치도 제주시 중앙로 53,0648030790
마인드휘트니스 한림점,헬스,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림남1길 3,0648050793
마인드휘트니스대구도남지구점,헬스,대구광역시,북구,대구광역시 북구 도남중앙로7길 20-4,
마인드휘트니스인제점,헬스,제주특별자치도,제주시,제주특별자치도 제주시 동광로 105,0648030791
마인드힐 필라테스 & 요가 PT,필라테스,경기도,광명시,경기도 광명시 오리로 801,
마인디 헬스,헬스,광주광역시,북구,광주광역시 북구 연양로 109,
마인발레학원,무용(발레 등),경기도,김포시,경기도 김포시 김포한강11로 288-19 운양프라자 4층,0319891092
마인볼아카데미,야구,서울특별시,송파구,서울특별시 송파구 문정로4길 34,
마장국민체육센터,롤러인라인,서울특별시,성동구,서울 성동구 마조로 11길 6,0222047640
마장탁구클럽,탁구,서울특별시,성동구,서울특별시 성동구 마장로 284,
마장테니스클럽,테니스,경기도,이천시,경기도 이천시 마장면 덕평로 1085,
마장팀케이복싱크로스핏,복싱,경기도,이천시,경기도 이천시 마장면 오천로 51,
마전UTC태권스쿨,태권도,인천광역시,서구,인천광역시 서구 완정로65번길 9,
마지태권도,태권도,광주광역시,광산구,광주광역시 광산구 목련로273번길 68,
마천거여와이어주짓수,기타종목,서울특별시,송파구,서울특별시 송파구 성내천로 124,024009110
마천동필라테스 ,필라테스,서울특별시,송파구,서울특별시 송파구 마천로 264,
마천체육관,태권도,서울특별시,송파구,서울송파구마천동,
마초복싱다이어트클럽,복싱,전라남도,여수시,전라남도 여수시 문수로 5,0616550172
마초짐,합기도,인천광역시,미추홀구,인천광역시 미추홀구 매소홀로 355,0328760234
마치발레아카데미학원,무용(발레 등),대전광역시,서구,대전광역시 서구 관저로 160,050713333485
마카라멀티짐,헬스,부산광역시,부산진구,부산광역시 부산진구 서면로 56,
마카롱PT,헬스,서울특별시,서대문구,서울특별시 서대문구 통일로35길 14-4,
마코사댄스학원,댄스(줌바 등),제주특별자치도,제주시,제주특별자치도 제주시 동광로 31,
마크원짐,헬스,경기도,수원시,경기도 수원시 권선구 세지로94번길 7-4,
마크짐휘트니스,헬스,서울특별시,마포구,서울특별시 마포구 월드컵로 155,
마타리(MTR)합기도,합기도,경상북도,안동시,경상북도 안동시 풍천면 검무로 4-3,
마태우리승마장,승마,경상북도,경산시,경상북도 경산시 자인면 원효로156길 127,
마트영어축구,축구,경상남도,양산시,경상남도 양산시 배움터길 48,
마포구체육회구민체육센터,헬스,서울특별시,마포구,서울특별시 마포구 월드컵로25길 190,023247800
마포문화재단 마포아트센터,수영,서울특별시,마포구,서울 마포구 대흥동 대흥로20길 28,
마포스포츠클럽,기타종목,서울특별시,마포구,서울특별시 마포구 월드컵북로15길 31-11,023249860
마포승마,승마,경상남도,고성군,서울특별시 마포구 월드컵북로 233-1,
마포유도체육관,유도,서울특별시,마포구,서울특별시 마포구 백범로 113,
마포푸르메스포츠센터,수영,서울특별시,마포구,서울특별시 마포구 월드컵북로 494,0260709270
마핏케어,요가,전북특별자치도,전주시,전북특별자치도 전주시 완산구 서신천변11길 1,
마핏케어필라앤요가,요가,전북특별자치도,전주시,전라북도 전주시 완산구 서신천변11길 1,
마하나임태권도교육관,태권도,경상북도,경산시,경상북도 경산시 하양읍 무학로 4,
마홀수영장,수영,경기도,포천시,경기도 포천시 군내면 청성로 112,0315406380
만덕검도관,검도,부산광역시,북구,부산광역시 북구 덕천로 245,
만덕점핑다이어트,기타종목,부산광역시,북구,부산광역시 북구 덕천로 237,
만리탁구클럽,탁구,서울특별시,용산구,서울특별시 용산구 효창원로 270,
만석용인대태권도아카데미,태권도,인천광역시,동구,인천 동구 만석동 ,
만성 TOP탁구클럽,탁구,전북특별자치도,전주시,전라북도 전주시 덕진구 만성중앙로 54-49,
만성 퍼스트짐,기타종목,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 만성중앙로 45,
만성골프연습장,골프,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 만성동로 60,0632130072
만성상무태권도,태권도,전북특별자치도,전주시,전라북도 전주시 덕진구 만성로 140,0632129100
만성유도관,유도,전북특별자치도,전주시,전라북도 전주시 덕진구 만성용흥길 23,0639057078
만성점핑다이어트,기타종목,전북특별자치도,전주시,전라북도 전주시 덕진구 만성동로 62,
만세보령FC스포츠클럽,축구(풋살),충청남도,보령시,충청남도 보령시 대천방조제로 322,0419347330
만세복싱클럽,복싱,대구광역시,북구,대구광역시 북구 호국로 249,
만세탁구장,탁구,부산광역시,사상구,부산광역시 사상구 덕상로 22,
만승태권도장,태권도,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 9,
만안특공무술,기타종목,경기도,안양시,경기도 안양시 만안구 관악대로 50,0314660700
만청검도관만청주짓수,검도,서울특별시,종로구,서울특별시 종로구 진흥로 490,
말과놀이아동발달센터,기타종목,경기도,부천시,경기도 부천시 길주로 86,0323236496
말라요가,요가,경상북도,구미시,경상북도 구미시 고아읍 들성로 243,
말바우 탁구장 슐런장,기타종목,광주광역시,북구,광주광역시 북구 동문대로 136,0622618514
말바우점핑,기타종목,광주광역시,북구,광주광역시 북구 서방로 88,
말보르승마장,승마,경상남도,밀양시,경상남도 밀양시 부북면 퇴로로 195,
맑은누리태권도장,태권도,대전광역시,유성구,대전광역시 유성구 도안동로 523,
맑은누리태권도장,태권도,부산광역시,북구,부산 북구 구포3동,0513318842
맑은하늘아동발달센터,기타종목,경상남도,양산시,경상남도 양산시 동면 금오로 256,
맘스핸즈 발달지원센터,기타종목,충청북도,청주시,충청북도 청주시 청원구 율봉로176번길 31,
맘에든 태권도장,태권도,경상남도,김해시,경상남도 김해시 주촌면 선지로58번길 1,0557240440
망경남강 해동검도,검도,경상남도,진주시,경상남도 진주시 망경로 292,
망고짐,종합체육시설,대구광역시,달성군,대구광역시 달성군 현풍읍 테크노상업로 52,0536176177
망고짐 Mango gym,종합체육시설,대구광역시,달서구,대구광역시 달서구 상화로21길 29,
망고키즈수영장,수영,부산광역시,사하구,부산광역시 사하구 다대로 317,
망고키즈수영장 마산점,기타종목,경상남도,창원시,경상남도 창원시 마산합포구 동서동3길 39,0552467878
망고키즈수영장(화명본점),수영,부산광역시,북구,부산광역시 북구 금곡대로303번길 2,
망고키즈수영장부산중앙본점,수영,부산광역시,연제구,부산광역시 연제구 거제대로252번길 20,0515051212
망고키즈수영장사직점,수영,부산광역시,동래구,부산광역시 동래구 석사로18번길 41,
망고키즈수영장해운대점,수영,부산광역시,해운대구,부산광역시 해운대구 좌동로 95,0517037007
망마국민체육센터,수영,전라남도,여수시,전라남도 여수시 여천체육공원길 49,0616848227
망포 백호태권도장,태권도,경기도,수원시,경기도 수원시 영통구 태장로71번길 15,0312043332
망포줄넘기한국파워점핑수원본점,줄넘기,경기도,수원시,경기도 수원시 영통구 영통로 127,
맞춤형 운동교실(주민편익시설),수영,경상남도,양산시,경상남도 양산시 동면 강변로 264-1,
맡겨짐,헬스,광주광역시,광산구,광주광역시 광산구 금봉로 107,
매곡 점핑 다이어트 ,기타종목,울산광역시,북구,울산광역시 북구 매곡1로 4-18,0522827779
매곡위드배드민턴,배드민턴,광주광역시,북구,광주광역시 북구 초당로7번길 5,
매곡태권스쿨,태권도,울산광역시,북구,울산광역시 북구 매곡1로 46,0522931199
매니아무용학원,발레,부산광역시,동구,부산광역시 동구 수정중로11번길 2,
매니아탁구교실,탁구,전북특별자치도,부안군,전북특별자치도 부안군 부안읍 부풍로 57,
매드댄스학원,댄스,서울특별시,성북구,서울특별시 성북구 삼양로4길 3,
매드복싱,복싱,경기도,수원시,경기도 수원시 권선구 매실로 40,
매드짐,헬스,대구광역시,북구,대구광역시 북구 연경지묘로 6,
매드짐 광명 클라이밍센터,기타종목,경기도,광명시,경기도 광명시 범안로 1008,028095014
매드핏복싱,복싱,부산광역시,해운대구,부산광역시 해운대구 해운대로 600,
매봉체육관,태권도,서울특별시,구로구,서울 구로구 개봉1동 80~125,
매일 당구장,당구,서울특별시,금천구,서울특별시 금천구 시흥대로 143,
매일행복스포츠교실,합기도,충청북도,영동군,충청북도 영동군 용산면 용산로 346,0437427686
매일행복스포츠교실(武道),합기도,충청북도,영동군,충청북도 영동군 용산면 용산로 346,0437427686
매일휘트니스,헬스,충청남도,천안시,충청남도 천안시 서북구 두정고2길 37,
매천검도관,검도,전라남도,광양시,전라남도 광양시 광양읍 서평2길 10,0617935959
매탄석사경희태권도,태권도,경기도,수원시,경기도 수원시 영통구 동수원로 432,
매탄타이혼,복싱,경기도,수원시,경기도 수원시 영통구 효원로 393,
매탄헬스,헬스,경기도,수원시,경기도 수원시 영통구 매탄로108번길 28,0318933323
매트로볼링장,볼링,인천광역시,남동구,인천광역시 남동구 소래역남로16번길 8-7,
매현태권도,태권도,경기도,수원시,경기도 수원시 영통구 동탄원천로881번길 58,0312179339
매현태권도장,태권도,경기도,수원시,경기도 수원시 영통구 동탄원천로881번길 58,0312179339
매화휘트니스,헬스,경기도,시흥시,경기도 시흥시 매화2로 17-1,0313131552
맥스 특공무술,기타종목,경기도,성남시,경기도 성남시 수정구 위례동로 147,
맥스(MAX)체대입시학원,기타종목,부산광역시,북구,부산광역시 북구 화명대로 17,0513618486
맥스농구교실,농구,전라남도,화순군,전라남도 화순군 화순읍 광덕로 33-2,
맥스당구클럽,당구,경기도,안산시,경기도 안산시 단원구 선삼로 32,
맥스배드민턴전용구장,배드민턴,충청북도,청주시,충청북도 청주시 청원구 상리로 22,
맥스복싱짐,복싱,경기도,용인시,경기도 용인시 처인구 중부대로1299번길 10,
맥스스포츠,기타종목,경기도,화성시,경기도 화성시 동탄구 동탄대로 182,
맥스스포츠,농구,대구광역시,수성구,대구광역시 수성구 범어천로 55,0537820006
맥스스포츠아카데미,농구,세종특별자치시,세종시,세종특별자치시 장군면 봉안고개길 27,0447157973
맥스주짓수아카데미,주짓수,전북특별자치도,고창군,전라북도 고창군 고창읍 교촌5길 35,0635639272
맥스체대,기타종목,경상남도,밀양시,경상남도 밀양시 중앙로 396,
맥스체대입시,기타종목,경기도,평택시,경기도 평택시 신흥1로 67,
맥스체대입시,기타종목,대구광역시,남구,대구광역시 남구 앞산순환로 669,
맥스체대입시,기타종목,대구광역시,남구,대구광역시 남구 중앙대로 226,
맥스체대입시,기타종목,인천광역시,서구,인천광역시 서구 원적로 120,0325768855
맥스체대입시 관악교육원,기타종목,서울특별시,관악구,서울특별시 관악구 난곡로63가길 60,028780794
맥스체대입시 순천교육원,기타종목,전라남도,순천시,전라남도 순천시 충효로 139,
맥스체대입시/퍼스트스킬,기타종목,강원특별자치도,철원군,강원도 철원군 동송읍 태봉로 2643-1,0334550821
맥시멈,기타종목,강원특별자치도,원주시,강원도 원주시 판부면 서곡널다리길 8,0337650909
맨투맨 농구교실,농구,광주광역시,광산구,광주광역시 광산구 목련로219번길 111-3,
맨투맨 프리미엄 복싱,복싱,경기도,과천시,경기도 과천시 별양상가로 7,
맨투맨 프리미엄 복싱,복싱,경기도,동두천시,경기도 동두천시 지행로 60,
맨투맨 프리미엄 복싱,복싱,경기도,양주시,경기도 양주시 회정로 101,
맨투맨운동장,헬스,경기도,고양시,경기도 고양시 덕양구 중앙로 559,
맨티스아카데미주식회사,축구(풋살),경기도,하남시,경기도 하남시 하남대로933번길 21,0317932848
맹룡체육관,태권도,강원특별자치도,춘천시,강원 춘천시 후평동,0332530512
맹호 태권도,태권도,서울특별시,중랑구,서울특별시 중랑구 봉우재로 141,
맹호 특공무술,기타종목,전북특별자치도,부안군,전라북도 부안군 부안읍 석정로 197,
맹호경희대태권도장,태권도,경기도,수원시,경기 수원시 팔달구 지동 ,
맹호체육관,기타종목,인천광역시,부평구,인천 부평구 부개1동 211~316,
맹호체육관,기타종목,전북특별자치도,군산시,전라북도 군산시 팔마로 18,0634717179
맹호체육관 1층 ,합기도,경상북도,포항시,경상북도 포항시 북구 삼호로 500,
맹호태권도,태권도,서울특별시,중랑구,서울특별시 중랑구 봉우재로 141,
맹호태권도장,태권도,전라남도,목포시,전라남도 목포시 철로마을길 35,0612731976
맹호특공무술체육관,기타종목,전북특별자치도,군산시,전북 군산시 문화동 팔마로 18,0634717179
맹호합기도.킥복싱,합기도,대구광역시,달서구,대구광역시 달서구 선원로 122,0535926602
맹호합기도장,합기도,경상북도,경산시,경상북도 경산시 백양로33길 13,
맹호합기도킥복싱 다사도장,합기도,대구광역시,달성군,대구광역시 달성군 다사읍 다사역로 5,
머리가좋아지는단하쌤바둑교실 바둑교습소,기타종목,서울특별시,강서구,서울특별시 강서구 금낭화로23길 25,0226650122
머슐랭가이드,필라테스,서울특별시,송파구,서울특별시 송파구 오금로 247,024163040
머스탱광양주짓수,주짓수,전라남도,광양시,전라남도 광양시 광양읍 신재로 48,
머스탱주짓수,주짓수,전라남도,순천시,전라남도 순천시 장선배기1길 6-25,0617224677
머스트,헬스,경기도,고양시,경기도 고양시 일산동구 중앙로 1160,
머스트 복싱 Must Boxing,복싱,광주광역시,남구,광주광역시 남구 효우2로26번길 14,0626753654
머스트 해브 풋살클럽,축구(풋살),울산광역시,북구,울산광역시 북구 수동6길 19,
머스트윈 복싱,복싱,경기도,파주시,경기도 파주시 문산읍 방촌로 1695-70,0319473248
머스트윈 복싱 부평점,복싱,인천광역시,부평구,인천광역시 부평구 장제로 113,0325231468
머스트윈복싱,복싱,경기도,파주시,경기도 파주시 경의로1004번길 37,
머슬 피플 피트니스 헬스 PT 청라,헬스,인천광역시,서구,인천광역시 서구 청라한내로72번길 23,0325689997
머슬H휘트니스,헬스,서울특별시,광진구,서울특별시 광진구 군자로 108,024975533
머슬라운지,헬스,인천광역시,계양구,인천광역시 계양구 장제로 714,
머슬라운지 계산점,헬스,인천광역시,계양구,인천광역시 계양구 계산새로87번길 16,0325431217
머슬라운지 작전점,헬스,인천광역시,계양구,인천광역시 계양구 장제로 714,
머슬림Muscle Lim복싱 Gym,복싱,경기도,오산시,경기도 오산시 오산로 68,03180580023
머슬몽키짐,헬스,인천광역시,연수구,인천광역시 연수구 청량로185번길 37,
머슬뷰티짐,헬스,경기도,안산시,경기도 안산시 상록구 광덕1로 350,
머슬비치짐,헬스,서울특별시,강동구,서울특별시 강동구 아리수로93나길 54,
머슬서포트짐 송천점,헬스,전북특별자치도,전주시,전북특별자치도 전주시 덕진구 천마산로 32,0637175674
머슬앤라인 청주,헬스,충청북도,청주시,충청북도 청주시 서원구 청남로 2108,
머슬앤휘트니스,헬스,충청북도,제천시,충북 제천시 용두대로17길 17,
머슬짐,헬스,경기도,평택시,경기도 평택시 안중읍 안현로서6길 7,
머슬케어필라테스 루원시티점,필라테스,인천광역시,서구,인천광역시 서구 가정로 437,0325799183
머슬케어필라테스 부산명륜점,필라테스,부산광역시,동래구,부산광역시 동래구 동래로 94,
머슬케어필라테스창원점,필라테스,경상남도,창원시,경상남도 창원시 성산구 원이대로473번길 13,0552827333
머슬킹,헬스,서울특별시,광진구,서울특별시 광진구 면목로 126,024618234
머슬탑휘트니스2호점,헬스,경상북도,영주시,경상북도 영주시 영주로60번길 41,
머슬텐W복싱,복싱,경기도,파주시,경기도 파주시 와석순환로 86,0319446882
머슬텐휘트니스,헬스,경기도,파주시,경기도 파주시 와석순환로 86,0319486882
머슬팩토리 율하2지구점,헬스,경상남도,김해시,경상남도 김해시 율하6로 49,
머슬팩토리 율하점,헬스,경상남도,김해시,경상남도 김해시 율하3로 38,
머슬팩토리 진영점 헬스PT,헬스,경상남도,김해시,경상남도 김해시 진영읍 김해대로365번길 6-4,
머슬팩토리 하단점,헬스,부산광역시,사하구,부산광역시 사하구 하신번영로201번길 10,0512040206
머슬팩토리 헬스 공도점,헬스,경기도,안성시,경기도 안성시 공도읍 서동대로 4459-7,
머슬팩토리24 고성점,헬스,경상남도,고성군,경상남도 고성군 고성읍 동외로 157,
머슬팩토리공도점,헬스,경기도,안성시,경기도 안성시 공도읍 서동대로 4459-7,
머슬팩토리기구필라테스 율하점,헬스,경상남도,김해시,경상남도 김해시 율하3로 38,
머슬포스짐,헬스,충청남도,홍성군,충청남도 홍성군 홍성읍 법원로 33,
머슬핏피트니스,헬스,전라남도,광양시,전라남도 광양시 구마10길 3-15,
머슬핏휘트니스,헬스,강원특별자치도,춘천시,강원특별자치도 춘천시 후석로 314,0332515550
머슬헬프,헬스,광주광역시,동구,광주광역시 동구 남문로 527,0625722486
머슬헬프,헬스,전라남도,화순군,전라남도 화순군 화순읍 만연로 66-11,0613752486
멀티버스댄스스튜디오학원,댄스(줌바 등),전북특별자치도,전주시,전라북도 전주시 완산구 홍산중앙로 14,
멀티짐,복싱,경기도,고양시,경기도 고양시 덕양구 삼송로 8,0319662223
멀티짐,헬스,서울특별시,은평구,서울특별시 은평구 연서로 1,
멀티짐 선후 주짓수 합기도,합기도,경기도,화성시,경기도 화성시 향남읍 행정중앙2로 29,0313536967
멀티짐GY,기타종목,전라남도,영암군,전라남도 영암군 삼호읍 세가래2길 6,
멋GYM,헬스,경기도,고양시,경기도 고양시 일산서구 일산로 558,0319213396
멋GYM,헬스,경기도,양주시,경기도 양주시 삼숭로38번길 106,
멋GYM 휘트니스 센터,헬스,경기도,가평군,경기도 가평군 조종면 현창로 25,
멋짐,헬스,강원특별자치도,삼척시,강원특별자치도 삼척시 정상로 72,
멋짐 연산점,기타종목,부산광역시,연제구,부산광역시 연제구 반송로 18-12,
멋짐 킥복싱 효자3관,기타종목,전북특별자치도,전주시,전북특별자치도 전주시 완산구 효자천변2길 13,
멋짐 태권도 주짓수,태권도,광주광역시,북구,광주광역시 북구 천변우로79번길 25-1,
멋짐주짓수체육관,기타종목,광주광역시,광산구,광주광역시 광산구 수등로 273-6,
멋짐킥복싱 평화1관 본관 인후2관 효자3관,복싱,전북특별자치도,전주시,전라북도 전주시 완산구 모악로 4746,0632251929
멋짐태권도,태권도,광주광역시,북구,광주광역시 북구 천변우로79번길 25-1,0624477610
메가스태권도,태권도,서울특별시,양천구,서울특별시 양천구 오목로 34,
메가스태권도장,태권도,경기도,시흥시,경기도 시흥시 중심상가로 287,0314314909
메가스태권도장,태권도,인천광역시,부평구,인천광역시 부평구 장제로 193,0325171095
메가유도클럽,유도,서울특별시,구로구,서울 구로구 개봉동,
메디시스발레학원,발레,경기도,파주시,경기도 파주시 청석로 272,0319577298
메디앤컬 필라테스 구영점,필라테스,울산광역시,울주군,울산광역시 울주군 범서읍 구영로 94,0522463340
메디앤컬 필라테스 사직점,필라테스,부산광역시,동래구,부산광역시 동래구 사직북로 4,0515073033
메디앤컬 필라테스 일광점,필라테스,부산광역시,기장군,부산광역시 기장군 일광읍 해빛6로 81-13,0517245323
메디앤컬필라테스 광안,필라테스,부산광역시,수영구,부산광역시 수영구 광안로 21,0517563340
메디앤컬필라테스 구서,필라테스,부산광역시,금정구,부산광역시 금정구 중앙대로1841번길 35,0515143737
메디앤컬필라테스 구영점,필라테스,울산광역시,울주군,울산광역시 울주군 범서읍 구영로 94,0522463340
메디앤컬필라테스 김해내외동점,필라테스,경상남도,김해시,경상남도 김해시 내외중앙로 88,0553373340
메디앤컬필라테스 다사,필라테스,대구광역시,달성군,대구광역시 달성군 다사읍 달구벌대로 878,0535813340
메디앤컬필라테스 대구칠곡점,필라테스,대구광역시,북구,대구광역시 북구 동천로24길 17,0537101237
메디앤컬필라테스 대연,필라테스,부산광역시,남구,부산광역시 남구 수영로 151-1,0516333340
메디앤컬필라테스 대전둔산점,필라테스,대전광역시,서구,대전광역시 서구 둔산로123번길 21,0424866075
